,money,recent,frequency,cluster
3113,3255.5,97,3,0
3114,6157.5,97,3,0
3115,1892.5,122,3,0
3116,1238.5,189,1,1
3117,898.0,189,1,1
3118,774.0,189,1,1
3119,915.0,160,1,1
3120,2023.0,189,1,1
3121,1702.0,189,1,1
3122,1351.0,189,1,1
3123,8414.0,119,2,0
3124,4790.5,56,3,0
3125,1308.0,189,1,1
3126,589.0,189,1,1
3127,880.0,189,1,1
3128,2246.0,20,3,0
3129,1850.0,189,1,1
3130,1869.5,189,1,1
3131,625.0,189,1,1
3132,1827.0,189,1,1
3133,1054.0,110,1,1
3134,953.5,189,1,1
3135,879.0,189,1,1
3136,653.0,7,1,2
3137,2461.0,189,1,1
3138,825.0,189,1,1
3139,1557.5,189,1,1
3140,1034.0,189,1,1
3141,1940.0,189,1,1
3142,955.5,63,2,1
3143,403.0,147,1,1
3144,557.0,189,1,1
3145,712.0,189,1,1
3146,13719.0,26,2,0
3147,855.0,187,1,1
3148,510.5,189,1,1
3149,1554.5,189,1,1
3150,890.0,189,1,1
3151,1247.0,189,1,1
3152,2492.0,189,1,1
3153,2103.0,169,2,1
3154,550.0,176,1,1
3155,1046.0,189,1,1
3156,4926.16,14,4,0
3157,954.0,189,1,1
3158,21493.0,189,1,1
3159,1938.0,189,1,1
3160,955.0,189,1,1
3161,1598.0,1,1,2
3162,964.5,189,1,1
3163,12857.0,128,3,0
3164,1518.0,189,1,1
3165,1487.0,72,1,1
3166,1799.0,98,1,1
3167,1400.0,94,2,1
3168,1760.5,189,1,1
3169,467.0,189,1,1
3170,8113.0,177,2,0
3171,656.5,148,1,1
3172,859.0,61,1,1
3173,3129.0,72,2,0
3174,2190.0,10,2,2
3175,2999.5,17,3,0
3176,556.5,188,1,1
3177,2857.5,99,2,0
3178,1974.5,138,2,1
3179,1627.0,188,1,1
3180,772.5,188,1,1
3181,835.5,188,1,1
3182,1472.5,179,1,1
3183,538.0,188,1,1
3184,2462.5,188,1,1
3185,3563.0,2,2,2
3186,1982.5,188,1,1
3187,2002.0,188,1,1
3188,979.0,188,1,1
3189,1338.0,188,1,1
3190,700.5,188,1,1
3191,1013.5,188,1,1
3192,2472.5,188,1,1
3193,753.0,188,1,1
3194,1265.5,181,1,1
3195,1708.5,176,2,1
3196,1949.0,184,1,1
3197,784.0,188,1,1
3198,525.0,138,1,1
3199,670.0,188,1,1
3200,3074.0,72,3,0
3201,920.0,152,1,1
3202,847.0,188,1,1
3203,1333.0,137,2,1
3204,856.5,188,1,1
3205,510.5,188,1,1
3206,2600.0,188,1,1
3207,2082.0,188,1,1
3208,1503.0,188,1,1
3209,2327.5,46,2,0
3210,2377.0,104,1,1
3211,1532.5,188,1,1
3212,1948.0,188,1,1
3213,1148.0,188,1,1
3214,1530.0,188,1,1
3215,807.0,188,1,1
3216,595.0,186,1,1
3217,508.0,188,1,1
3218,1566.0,188,1,1
3219,2185.0,129,2,1
3220,1052.0,188,1,1
3221,1556.5,188,1,1
3222,1036.0,188,1,1
3223,1044.0,188,1,1
3224,3153.5,20,4,0
3225,1098.5,188,1,1
3226,1675.0,188,1,1
3227,813.0,188,1,1
3228,499.0,137,1,1
3229,412.0,188,1,1
3230,562.5,188,1,1
3231,1022.0,188,1,1
3232,803.5,184,1,1
3233,13766.5,122,5,0
3234,6151.0,169,2,0
3235,12717.12,82,5,0
3236,7890.0,175,2,0
3237,906.0,188,1,1
3238,914.0,187,1,1
3239,786.0,139,1,1
3240,783.5,187,1,1
3241,748.0,16,1,2
3242,884.0,187,1,1
3243,2907.5,26,2,0
3244,1773.0,187,1,1
3245,678.5,187,1,1
3246,1179.0,187,1,1
3247,892.0,34,1,2
3248,1288.5,187,1,1
3249,648.0,187,1,1
3250,16621.5,107,4,0
3251,1909.0,187,1,1
3252,2059.0,13,4,0
3253,594.0,187,1,1
3254,906.0,187,1,1
3255,408.0,187,1,1
3256,755.0,187,1,1
3257,2533.0,14,2,2
3258,651.0,187,1,1
3259,13928.0,55,7,0
3260,766.5,187,1,1
3261,72.0,167,1,1
3262,2694.5,166,2,1
3263,923.0,23,1,2
3264,629.0,187,1,1
3265,1193.5,187,1,1
3266,2898.12,187,1,1
3267,3068.5,7,1,2
3268,727.0,38,1,2
3269,3012.5,94,1,1
3270,801.0,187,1,1
3271,770.0,145,1,1
3272,676.5,187,1,1
3273,552.0,187,1,1
3274,633.5,187,1,1
3275,585.0,187,1,1
3276,502.0,187,1,1
3277,3769.0,187,1,1
3278,1169.5,187,1,1
3279,1235.0,187,1,1
3280,582.5,28,1,2
3281,1721.5,18,2,2
3282,917.0,58,1,1
3283,5727.0,138,2,0
3284,677.0,187,1,1
3285,3748.0,187,1,1
3286,10805.0,132,2,0
3287,1983.0,187,1,1
3288,1011.5,166,3,1
3289,7873.5,71,3,0
3290,9220.0,133,3,0
3291,715.0,187,1,1
3292,8427.0,135,2,0
3293,1049.0,184,1,1
3294,1327.5,187,1,1
3295,748.0,186,1,1
3296,761.0,186,1,1
3297,933.0,186,1,1
3298,1220.0,137,2,1
3299,840.0,14,1,2
3300,1349.5,90,1,1
3301,1389.5,186,1,1
3302,1570.0,186,1,1
3303,2259.0,159,1,1
3304,1509.0,186,1,1
3305,1015.5,153,1,1
3306,934.5,186,1,1
3307,790.0,186,1,1
3308,622.0,186,1,1
3309,697.0,186,1,1
3310,867.5,186,1,1
3311,1080.0,186,1,1
3312,1300.5,186,1,1
3313,1220.0,186,1,1
3314,1629.0,186,1,1
3315,2443.0,186,1,1
3316,1062.0,182,1,1
3317,912.0,186,1,1
3318,1023.0,186,1,1
3319,1366.0,186,1,1
3320,1243.0,186,1,1
3321,1602.0,186,1,1
3322,1797.0,98,1,1
3323,12821.0,42,7,0
3324,2222.0,186,1,1
3325,2125.0,186,1,1
3326,5811.0,17,4,0
3327,2301.0,164,2,1
3328,6026.0,139,3,0
3329,1190.0,186,1,1
3330,754.0,185,1,1
3331,492.0,36,1,2
3332,2028.0,185,1,1
3333,1288.0,185,1,1
3334,1993.5,73,1,1
3335,1884.0,177,1,1
3336,645.5,167,1,1
3337,1341.5,185,1,1
3338,836.5,179,1,1
3339,743.0,185,1,1
3340,3732.5,65,3,0
3341,4472.5,107,5,0
3342,845.0,185,1,1
3343,3941.0,84,3,0
3344,3810.6,116,2,0
3345,3393.0,12,4,0
3346,573.0,185,1,1
3347,937.0,185,1,1
3348,6605.0,131,4,0
3349,594.0,15,1,2
3350,872.0,185,1,1
3351,1163.0,185,1,1
3352,1291.0,175,1,1
3353,9848.0,52,4,0
3354,6063.0,47,2,0
3355,710.0,185,1,1
3356,1710.0,185,1,1
3357,1391.0,185,1,1
3358,1064.5,185,1,1
3359,1728.64,185,1,1
3360,1231.5,185,1,1
3361,732.0,185,1,1
3362,2312.0,120,1,1
3363,1736.0,159,1,1
3364,370.0,185,1,1
3365,716.0,185,1,1
3366,549.0,185,1,1
3367,19538.0,29,7,0
3368,876.0,168,1,1
3369,13077.0,35,4,0
3370,8070.0,131,2,0
3371,1777.5,185,1,1
3372,2237.0,185,1,1
3373,1285.0,185,1,1
3374,564.5,185,1,1
3375,4345.0,185,1,1
3376,1663.5,185,1,1
3377,734.0,185,1,1
3378,5283.5,21,5,0
3379,1313.0,185,1,1
3380,1777.0,184,1,1
3381,822.0,184,1,1
3382,855.5,184,1,1
3383,1958.0,148,2,1
3384,3159.5,39,6,0
3385,1618.0,184,1,1
3386,601.5,184,1,1
3387,6317.0,135,3,0
3388,434.0,184,1,1
3389,2294.5,6,2,2
3390,3252.0,32,3,0
3391,1732.0,116,1,1
3392,9986.559999999998,66,8,0
3393,1337.0,184,1,1
3394,725.5,184,1,1
3395,548.0,184,1,1
3396,720.0,184,1,1
3397,1097.0,172,1,1
3398,1509.0,132,1,1
3399,5831.0,3,3,0
3400,427.0,184,1,1
3401,602.0,183,1,1
3402,7193.0,89,3,0
3403,791.0,184,1,1
3404,940.0,184,1,1
3405,1136.0,184,1,1
3406,747.0,184,1,1
3407,1012.0,184,1,1
3408,4509.5,184,1,1
3409,739.0,184,1,1
3410,702.0,184,1,1
3411,1251.0,184,1,1
3412,951.5,184,1,1
3413,5086.0,184,1,1
3414,394.5,183,1,1
3415,1074.5,167,1,1
3416,1035.5,167,1,1
3417,5302.5,84,2,0
3418,3291.0,23,4,0
3419,3772.0,132,3,0
3420,1994.0,98,2,1
3421,737.5,183,1,1
3422,232.5,150,1,1
3423,10190.0,129,3,0
3424,1673.0,78,3,0
3425,610.0,146,1,1
3426,297.5,140,1,1
3427,555.0,101,1,1
3428,594.0,178,1,1
3429,950.5,137,1,1
3430,1007.0,155,1,1
3431,6308.5,162,2,0
3432,1150.5,183,1,1
3433,1371.5,183,1,1
3434,1606.5,177,1,1
3435,1821.5,183,1,1
3436,583.0,183,1,1
3437,742.0,183,1,1
3438,1331.0,165,1,1
3439,906.0,183,1,1
3440,2172.0,160,1,1
3441,5076.0,74,4,0
3442,1261.0,65,2,1
3443,446.0,155,1,1
3444,915.0,180,1,1
3445,1438.0,183,1,1
3446,969.0,183,1,1
3447,2044.0,183,1,1
3448,6631.0,183,1,1
3449,518.5,183,1,1
3450,1062.0,183,1,1
3451,1208.0,98,2,1
3452,592.0,183,1,1
3453,1243.0,183,1,1
3454,2126.5,126,2,1
3455,936.0,183,1,1
3456,6767.0,155,3,0
3457,448.5,183,1,1
3458,1341.5,183,1,1
3459,2006.5,85,1,1
3460,1050.5,133,1,1
3461,1183.5,183,1,1
3462,55341.5,136,2,0
3463,907.5,183,1,1
3464,6421.0,183,1,1
3465,1524.0,61,2,1
3466,1280.5,90,1,1
3467,2580.5,148,3,0
3468,598.5,182,1,1
3469,488.5,182,1,1
3470,505.0,182,1,1
3471,11948.5,9,6,0
3472,2301.5,138,2,1
3473,797.5,182,1,1
3474,3912.5,159,1,1
3475,539.0,182,1,1
3476,1107.0,182,1,1
3477,2477.0,14,1,2
3478,647.5,90,1,1
3479,2826.0,182,1,1
3480,703.0,174,1,1
3481,429.0,182,1,1
3482,10017.0,116,4,0
3483,2651.0,182,1,1
3484,3203.5,53,2,0
3485,547.0,182,1,1
3486,662.0,182,1,1
3487,535.0,182,1,1
3488,1763.0,182,1,1
3489,41718.5,115,3,0
3490,1097.5,182,1,1
3491,1795.0,171,2,1
3492,1064.0,182,1,1
3493,2339.0,182,1,1
3494,7328.0,11,3,0
3495,1884.0,182,1,1
3496,4362.5,161,3,0
3497,2231.0,182,1,1
3498,1490.5,182,1,1
3499,1072.0,182,1,1
3500,2684.0,151,2,1
3501,883.0,182,1,1
3502,808.5,182,1,1
3503,953.0,182,1,1
3504,1998.0,126,3,0
3505,624.0,182,1,1
3506,690.0,182,1,1
3507,634.5,182,1,1
3508,620.0,182,1,1
3509,462.0,26,1,2
3510,857.0,182,1,1
3511,3108.0,56,3,0
3512,1564.5,182,1,1
3513,416.0,182,1,1
3514,1364.5,140,1,1
3515,1356.0,182,1,1
3516,3563.5,30,2,0
3517,2229.5,110,1,1
3518,1981.0,182,1,1
3519,6017.0,182,1,1
3520,1497.0,182,1,1
3521,959.5,182,1,1
3522,6479.5,130,4,0
3523,440.0,182,1,1
3524,901.5,182,1,1
3525,1062.0,182,1,1
3526,1249.0,182,1,1
3527,7421.0,15,5,0
3528,1131.0,182,1,1
3529,1230.5,2,2,2
3530,5727.0,182,1,1
3531,6819.5,47,4,0
3532,1767.0,182,1,1
3533,1067.0,182,1,1
3534,1056.0,14,2,2
3535,2592.0,182,1,1
3536,16443.0,99,2,0
3537,498.0,182,1,1
3538,19475.0,48,4,0
3539,20883.5,25,5,0
3540,10321.0,182,1,1
3541,9811.5,87,5,0
3542,957.5,35,1,2
3543,1411.5,181,1,1
3544,753.0,179,1,1
3545,1133.0,2,1,2
3546,873.5,27,1,2
3547,1287.0,32,2,2
3548,1145.0,181,1,1
3549,797.0,141,1,1
3550,1369.5,161,1,1
3551,830.0,181,1,1
3552,1246.0,181,1,1
3553,399.0,181,1,1
3554,1345.0,181,1,1
3555,7318.0,144,2,0
3556,848.0,181,1,1
3557,1528.5,181,1,1
3558,757.0,181,1,1
3559,3167.0,181,1,1
3560,654.0,84,1,1
3561,880.0,157,2,1
3562,616.0,181,1,1
3563,1243.0,181,1,1
3564,451.0,148,1,1
3565,1166.0,92,2,1
3566,2357.0,181,1,1
3567,651.5,181,1,1
3568,743.0,70,1,1
3569,854.0,84,1,1
3570,1845.0,35,1,2
3571,620.0,181,1,1
3572,1682.0,181,1,1
3573,2143.0,132,1,1
3574,3103.0,83,2,0
3575,11578.5,4,4,0
3576,1999.0,181,1,1
3577,1281.0,181,1,1
3578,1241.0,181,1,1
3579,697.0,181,1,1
3580,2723.0,10,2,2
3581,2381.0,151,2,1
3582,3544.5,80,2,0
3583,1609.0,181,1,1
3584,892.0,181,1,1
3585,3303.0,45,1,1
3586,540.0,181,1,1
3587,2011.5,181,1,1
3588,3870.5,157,3,0
3589,1884.5,125,3,0
3590,2109.5,151,2,1
3591,1556.0,181,1,1
3592,482.0,181,1,1
3593,311.5,181,1,1
3594,1562.0,181,1,1
3595,899.0,181,1,1
3596,9641.0,127,2,0
3597,901.5,53,2,1
3598,7290.5,160,2,0
3599,8967.0,111,2,0
3600,7078.5,133,3,0
3601,6144.0,181,1,1
3602,2099.5,181,1,1
3603,8883.0,167,3,0
3604,717.0,104,1,1
3605,1245.0,150,1,1
3606,3619.0,180,1,1
3607,1299.0,180,1,1
3608,1053.0,180,1,1
3609,954.0,180,1,1
3610,1272.0,180,1,1
3611,2828.0,126,3,0
3612,4380.0,7,2,0
3613,780.0,180,1,1
3614,1872.0,175,1,1
3615,3185.0,8,1,2
3616,1092.0,180,1,1
3617,862.0,180,1,1
3618,1556.5,180,1,1
3619,796.5,2,1,2
3620,1230.5,180,1,1
3621,15280.0,21,10,0
3622,484.0,180,1,1
3623,909.0,180,1,1
3624,6230.0,149,4,0
3625,1532.0,180,1,1
3626,447.0,6,1,2
3627,3873.0,180,1,1
3628,2193.0,180,1,1
3629,2216.5,70,2,0
3630,8007.0,180,1,1
3631,1101.0,111,1,1
3632,1720.0,104,1,1
3633,2050.0,87,1,1
3634,1136.0,180,1,1
3635,1120.5,139,1,1
3636,708.0,180,1,1
3637,4115.0,41,2,0
3638,1280.0,180,1,1
3639,2226.0,180,1,1
3640,431.0,180,1,1
3641,5391.0,14,4,0
3642,2170.0,180,1,1
3643,760.0,180,1,1
3644,711.0,180,1,1
3645,1945.5,57,2,0
3646,519.0,154,1,1
3647,642.0,180,1,1
3648,5846.0,160,2,0
3649,602.0,180,1,1
3650,710.0,180,1,1
3651,2904.0,139,2,1
3652,1541.0,180,1,1
3653,879.0,180,1,1
3654,1478.0,180,1,1
3655,1943.0,180,1,1
3656,1645.0,138,2,1
3657,6118.0,109,2,0
3658,328.0,180,1,1
3659,5524.5,6,4,0
3660,1416.5,180,1,1
3661,1295.0,180,1,1
3662,842.0,180,1,1
3663,885.0,177,1,1
3664,3742.0,151,2,0
3665,2913.5,180,1,1
3666,2016.5,138,1,1
3667,499.0,180,1,1
3668,4571.0,171,2,0
3669,5000.0,117,3,0
3670,607.0,179,1,1
3671,566.0,179,1,1
3672,550.5,179,1,1
3673,746.5,179,1,1
3674,1622.0,179,1,1
3675,1364.0,179,1,1
3676,834.0,132,1,1
3677,3275.0,179,1,1
3678,622.0,179,1,1
3679,4154.0,179,1,1
3680,17633.0,17,5,0
3681,5762.0,27,4,0
3682,524.5,179,1,1
3683,763.0,179,1,1
3684,1836.0,101,1,1
3685,800.0,179,1,1
3686,1410.5,179,1,1
3687,2169.0,179,1,1
3688,1109.0,89,1,1
3689,1282.0,179,1,1
3690,503.0,179,1,1
3691,1545.5,179,1,1
3692,659.0,179,1,1
3693,6515.5,179,1,1
3694,480.0,179,1,1
3695,645.5,177,1,1
3696,626.0,179,1,1
3697,1573.0,179,1,1
3698,730.0,179,1,1
3699,1156.5,179,1,1
3700,799.0,179,1,1
3701,456.5,176,1,1
3702,15782.0,179,1,1
3703,2394.0,13,3,0
3704,15263.5,39,11,0
3705,1986.0,152,1,1
3706,1974.5,12,2,2
3707,655.0,89,1,1
3708,1838.5,179,1,1
3709,7463.0,38,4,0
3710,2370.5,179,1,1
3711,4048.0,159,2,0
3712,2139.0,179,1,1
3713,11261.86,4,5,0
3714,3606.0,128,4,0
3715,3015.0,179,1,1
3716,4403.0,102,3,0
3717,21582.0,9,7,0
3718,628.0,179,1,1
3719,1462.0,26,1,2
3720,7493.0,179,1,1
3721,6257.0,171,2,0
3722,1881.0,178,1,1
3723,542.0,178,1,1
3724,468.0,178,1,1
3725,985.0,178,1,1
3726,215.0,178,1,1
3727,24866.5,136,5,0
3728,803.06,34,1,2
3729,1249.0,53,1,1
3730,629.0,55,1,1
3731,541.0,178,1,1
3732,6594.0,50,5,0
3733,447.5,178,1,1
3734,727.0,178,1,1
3735,506.5,178,1,1
3736,7289.0,41,3,0
3737,3768.0,46,1,1
3738,1997.5,178,1,1
3739,695.5,178,1,1
3740,1057.0,112,1,1
3741,527.0,178,1,1
3742,871.0,178,1,1
3743,774.0,178,1,1
3744,2144.5,178,1,1
3745,503.5,178,1,1
3746,1454.5,178,1,1
3747,808.0,178,1,1
3748,598.0,178,1,1
3749,7767.5,15,5,0
3750,1536.5,178,1,1
3751,495.0,178,1,1
3752,1430.5,58,2,1
3753,1418.0,178,1,1
3754,2109.0,178,1,1
3755,1090.0,178,1,1
3756,1200.0,178,1,1
3757,1485.5,178,1,1
3758,2076.0,178,1,1
3759,641.5,178,1,1
3760,6446.5,162,3,0
3761,574.0,178,1,1
3762,1084.5,178,1,1
3763,765.5,178,1,1
3764,824.5,178,1,1
3765,850.0,178,1,1
3766,1203.0,178,1,1
3767,389.5,178,1,1
3768,6758.0,41,3,0
3769,2227.0,178,1,1
3770,618.0,178,1,1
3771,854.0,178,1,1
3772,1041.5,178,1,1
3773,1401.5,178,1,1
3774,1527.0,178,1,1
3775,541.0,178,1,1
3776,2396.0,86,3,0
3777,2878.0,177,1,1
3778,1019.5,161,1,1
3779,589.5,177,1,1
3780,6126.0,35,3,0
3781,1437.0,43,1,1
3782,1122.0,163,1,1
3783,909.0,177,1,1
3784,1344.0,177,1,1
3785,11192.0,176,2,0
3786,369.0,150,1,1
3787,1766.0,177,1,1
3788,2440.0,177,1,1
3789,952.0,177,1,1
3790,1606.5,177,1,1
3791,1259.5,177,1,1
3792,2556.0,177,1,1
3793,987.5,177,1,1
3794,850.0,177,1,1
3795,1408.0,20,1,2
3796,976.0,177,1,1
3797,2443.0,55,3,0
3798,2150.0,177,1,1
3799,437.5,177,1,1
3800,511.0,177,1,1
3801,10608.0,132,2,0
3802,2366.0,148,2,1
3803,1104.0,177,1,1
3804,2127.0,177,1,1
3805,985.0,177,1,1
3806,828.5,177,1,1
3807,1533.0,171,1,1
3808,742.5,176,1,1
3809,15660.0,176,1,1
3810,6759.0,67,2,0
3811,1920.5,176,1,1
3812,1126.0,176,1,1
3813,2610.5,176,1,1
3814,6534.0,171,2,0
3815,15021.5,42,6,0
3816,1062.0,43,1,1
3817,979.0,176,1,1
3818,486.5,46,1,1
3819,1249.5,122,2,1
3820,1165.0,176,1,1
3821,1757.0,176,1,1
3822,8606.0,160,2,0
3823,2074.0,176,1,1
3824,1227.0,176,1,1
3825,6598.0,148,3,0
3826,1708.0,10,2,2
3827,2518.0,176,1,1
3828,495.5,176,1,1
3829,545.5,176,1,1
3830,1290.0,176,1,1
3831,417.0,176,1,1
3832,5631.0,140,2,0
3833,1191.5,176,1,1
3834,508.0,176,1,1
3835,2808.0,176,1,1
3836,10587.0,170,2,0
3837,598.5,172,1,1
3838,429.0,176,1,1
3839,582.0,176,1,1
3840,1199.0,176,1,1
3841,1217.0,176,1,1
3842,494.5,176,1,1
3843,1813.0,176,1,1
3844,3290.0,71,2,0
3845,1339.0,176,1,1
3846,5110.0,138,4,0
3847,978.0,176,1,1
3848,1254.0,169,1,1
3849,1000.0,176,1,1
3850,823.0,176,1,1
3851,755.0,83,1,1
3852,6527.5,40,4,0
3853,4791.0,87,4,0
3854,2210.0,153,1,1
3855,2603.0,8,2,2
3856,1342.5,152,2,1
3857,1085.0,175,1,1
3858,1695.5,109,1,1
3859,1465.0,175,1,1
3860,1005.0,175,1,1
3861,2285.0,160,2,1
3862,1159.0,175,1,1
3863,857.5,153,1,1
3864,5994.5,59,3,0
3865,1090.5,175,1,1
3866,1377.5,9,2,2
3867,1147.5,175,1,1
3868,1434.0,74,2,1
3869,12784.0,141,4,0
3870,2273.0,175,1,1
3871,1837.0,175,1,1
3872,12906.0,175,1,1
3873,2409.0,175,1,1
3874,1123.0,175,1,1
3875,1565.5,93,1,1
3876,760.0,175,1,1
3877,9560.0,143,2,0
3878,1489.0,175,1,1
3879,1591.0,175,1,1
3880,2252.5,175,1,1
3881,651.0,175,1,1
3882,2919.0,175,1,1
3883,640.0,175,1,1
3884,1426.5,96,2,1
3885,1441.5,175,1,1
3886,855.0,175,1,1
3887,3967.0,139,2,0
3888,3936.0,175,1,1
3889,8683.0,132,3,0
3890,399.0,166,1,1
3891,2024.0,175,1,1
3892,1727.0,2,1,2
3893,9178.5,140,3,0
3894,3380.0,6,2,2
3895,583.0,175,1,1
3896,1474.0,152,1,1
3897,13754.0,146,1,1
3898,1156.5,174,1,1
3899,6265.5,126,3,0
3900,989.5,174,1,1
3901,862.0,156,1,1
3902,1124.5,174,1,1
3903,3199.5,162,1,1
3904,2998.0,47,4,0
3905,3470.0,174,1,1
3906,758.0,174,1,1
3907,1438.0,174,1,1
3908,1165.0,174,1,1
3909,1175.0,72,2,1
3910,503.0,174,1,1
3911,429.0,8,1,2
3912,1054.0,174,1,1
3913,436.0,174,1,1
3914,2503.0,174,1,1
3915,936.5,174,1,1
3916,496.5,174,1,1
3917,662.5,174,1,1
3918,930.0,174,1,1
3919,923.0,174,1,1
3920,3130.0,153,1,1
3921,504.0,174,1,1
3922,636.0,174,1,1
3923,959.0,64,1,1
3924,5332.5,40,3,0
3925,418.5,174,1,1
3926,656.5,174,1,1
3927,541.0,174,1,1
3928,7008.0,118,2,0
3929,1508.0,174,1,1
3930,569.5,19,1,2
3931,602.0,174,1,1
3932,1619.0,156,2,1
3933,599.0,35,1,2
3934,6810.5,121,3,0
3935,1671.0,174,1,1
3936,642.0,169,1,1
3937,331.0,174,1,1
3938,1293.0,174,1,1
3939,2015.5,174,1,1
3940,1247.0,66,1,1
3941,696.0,159,1,1
3942,2859.0,21,2,0
3943,961.0,174,1,1
3944,1004.0,174,1,1
3945,588.5,174,1,1
3946,573.5,174,1,1
3947,2062.5,174,1,1
3948,4336.5,159,2,0
3949,1366.5,174,1,1
3950,2815.5,1,3,2
3951,917.0,174,1,1
3952,1132.0,42,1,1
3953,1385.0,47,1,1
3954,827.5,174,1,1
3955,1185.0,174,1,1
3956,712.0,174,1,1
3957,556.0,174,1,1
3958,1666.5,174,1,1
3959,1470.5,174,1,1
3960,1449.5,143,2,1
3961,2448.0,174,1,1
3962,529.5,174,1,1
3963,10184.0,55,1,0
3964,973.0,148,1,1
3965,940.0,127,1,1
3966,1822.5,174,1,1
3967,4567.0,21,2,0
3968,591.0,116,1,1
3969,486.5,174,1,1
3970,1512.0,150,1,1
3971,627.0,174,1,1
3972,1141.5,174,1,1
3973,1130.5,174,1,1
3974,1728.5,174,1,1
3975,525.0,174,1,1
3976,1076.0,174,1,1
3977,856.0,174,1,1
3978,4464.5,12,2,0
3979,2216.0,174,1,1
3980,28079.0,174,1,0
3981,1168.0,174,1,1
3982,921.0,174,1,1
3983,1670.5,159,2,1
3984,1456.0,174,1,1
3985,1106.0,71,1,1
3986,1124.0,142,1,1
3987,916.0,34,1,2
3988,430.0,173,1,1
3989,1003.5,173,1,1
3990,1233.5,173,1,1
3991,937.0,173,1,1
3992,1092.5,173,1,1
3993,418.0,173,1,1
3994,5498.0,98,3,0
3995,7681.0,162,2,0
3996,520.0,173,1,1
3997,922.0,173,1,1
3998,774.0,104,1,1
3999,2183.0,173,1,1
4000,711.0,173,1,1
4001,8101.0,103,3,0
4002,843.0,173,1,1
4003,1780.0,173,1,1
4004,1649.5,159,2,1
4005,1114.5,173,1,1
4006,1122.0,173,1,1
4007,789.0,173,1,1
4008,485.0,173,1,1
4009,2471.0,77,2,0
4010,1064.0,173,1,1
4011,1020.0,173,1,1
4012,666.5,173,1,1
4013,919.0,173,1,1
4014,5602.0,134,2,0
4015,2105.0,51,1,1
4016,2186.5,14,2,2
4017,468.5,144,1,1
4018,740.5,150,1,1
4019,14575.0,173,1,1
4020,691.5,173,1,1
4021,1678.5,173,1,1
4022,630.0,173,1,1
4023,941.0,44,1,1
4024,8182.5,99,4,0
4025,427.0,173,1,1
4026,580.0,173,1,1
4027,5857.5,7,10,0
4028,11586.0,33,7,0
4029,2222.0,73,1,1
4030,1099.0,173,1,1
4031,5308.0,65,2,0
4032,1689.5,173,1,1
4033,1074.0,173,1,1
4034,536.0,172,1,1
4035,678.0,172,1,1
4036,3117.5,9,3,0
4037,369.0,172,1,1
4038,1724.0,172,1,1
4039,1008.0,172,1,1
4040,540.0,172,1,1
4041,661.0,172,1,1
4042,3579.5,13,3,0
4043,1286.0,76,2,1
4044,537.5,172,1,1
4045,1349.0,172,1,1
4046,1472.5,20,2,2
4047,6405.0,7,2,0
4048,11776.12,112,6,0
4049,9288.5,56,10,0
4050,2205.0,172,1,1
4051,2228.5,172,1,1
4052,1204.0,172,1,1
4053,473.0,172,1,1
4054,1188.0,172,1,1
4055,1401.0,18,2,2
4056,701.05,172,1,1
4057,491.0,172,1,1
4058,654.0,172,1,1
4059,1748.0,172,1,1
4060,680.0,172,1,1
4061,2893.0,70,3,0
4062,1073.0,172,1,1
4063,1534.5,172,1,1
4064,965.0,172,1,1
4065,1040.0,172,1,1
4066,1032.5,152,1,1
4067,1126.0,172,1,1
4068,782.0,172,1,1
4069,3659.5,113,6,0
4070,9405.5,132,5,0
4071,1343.0,172,1,1
4072,50.0,172,1,1
4073,517.5,172,1,1
4074,926.0,172,1,1
4075,6971.0,38,3,0
4076,1143.0,172,1,1
4077,791.5,172,1,1
4078,3575.0,172,1,1
4079,1571.0,172,1,1
4080,1031.0,172,1,1
4081,3069.5,89,3,0
4082,1485.0,172,1,1
4083,2131.0,115,1,1
4084,826.5,172,1,1
4085,5023.5,105,3,0
4086,1322.0,172,1,1
4087,1235.5,172,1,1
4088,1236.0,56,1,1
4089,472.0,172,1,1
4090,10520.5,5,5,0
4091,904.5,172,1,1
4092,573.0,163,1,1
4093,1850.0,172,1,1
4094,6517.5,171,1,1
4095,2445.0,105,2,1
4096,2800.0,94,1,1
4097,2698.5,171,1,1
4098,453.5,171,1,1
4099,379.0,171,1,1
4100,288.0,141,1,1
4101,3680.0,148,1,1
4102,2049.05,171,1,1
4103,1295.0,170,2,1
4104,727.5,171,1,1
4105,34537.5,41,18,0
4106,1622.5,171,1,1
4107,1123.0,171,1,1
4108,353.5,171,1,1
4109,1896.0,171,1,1
4110,453.0,53,1,1
4111,1060.0,171,1,1
4112,606.0,171,1,1
4113,7180.0,167,2,0
4114,8038.5,30,4,0
4115,878.0,171,1,1
4116,1150.0,171,1,1
4117,701.0,171,1,1
4118,2711.0,70,2,0
4119,602.5,171,1,1
4120,942.0,171,1,1
4121,1008.5,171,1,1
4122,2546.5,171,1,1
4123,981.5,171,1,1
4124,3870.0,128,3,0
4125,590.5,171,1,1
4126,848.0,171,1,1
4127,952.0,171,1,1
4128,4948.0,165,2,0
4129,662.0,171,1,1
4130,1219.5,171,1,1
4131,1663.5,171,1,1
4132,2392.5,11,1,2
4133,1952.5,171,1,1
4134,1481.0,46,3,0
4135,1904.0,159,2,1
4136,2438.0,171,1,1
4137,2003.0,171,1,1
4138,866.0,171,1,1
