money,recent,frequency
1363.0,160,1
1152.5,160,1
2051.0,160,1
2415.0,37,3
8225.0,160,1
811.5,160,1
1485.0,160,1
701.0,160,1
2189.0,155,2
817.5,160,1
927.5,160,1
11219.49,93,7
10219.5,144,4
481.5,160,1
907.5,160,1
5366.5,66,5
7953.0,160,1
3748.5,63,2
2612.0,39,2
4228.0,117,2
804.5,160,1
1510.0,83,1
7938.0,108,4
582.0,160,1
508.0,15,1
4076.5,132,2
486.0,160,1
902.0,160,1
1639.0,160,1
497.0,160,1
2317.0,160,1
998.0,160,1
1157.0,160,1
10022.0,49,1
1845.0,160,1
7879.0,62,3
1556.5,117,2
616.5,154,1
4856.0,135,3
854.0,160,1
4.0,160,1
2065.0,160,1
6486.5,144,2
1881.0,160,1
2518.0,160,1
15592.5,14,2
2474.0,160,1
1137.0,160,1
2916.0,160,1
1273.0,160,1
1952.0,160,1
1700.0,160,1
4924.0,82,3
987.0,160,1
11636.0,160,1
1555.0,160,1
6720.0,110,2
15840.0,21,3
17840.28,105,4
1180.0,159,1
8318.0,26,5
2514.4800000000005,152,1
1086.0,159,1
688.0,159,1
5245.360000000001,83,3
3993.5,97,3
871.0,159,1
4068.5,74,2
3936.0,74,3
2178.0,159,1
1096.5,159,1
15197.0,159,1
8454.0,35,5
15280.0,159,1
735.5,159,1
1017.5,159,1
629.0,157,1
1658.0,159,1
1748.5,159,1
885.0,159,1
1100.5,159,1
1533.0,159,1
5688.5,98,4
10257.5,157,2
4957.0,155,2
1893.0,159,1
29980.0,159,1
901.0,146,1
3100.0,159,1
1789.0,159,1
611.0,159,1
592.0,159,1
1096.0,159,1
1308.5,159,1
1737.0,159,1
520.0,159,1
4267.5,159,1
1137.0,159,1
1383.0,159,1
748.0,159,1
1972.0,159,1
951.0,159,1
1146.0,159,1
883.0,159,1
1547.5,131,2
1506.0,159,1
581.0,159,1
726.0,159,1
1501.0,159,1
673.5,159,1
1942.0,146,2
1270.5,159,1
7973.0,14,3
3208.5,159,1
983.0,159,1
914.0,143,1
5482.0,110,4
2778.0,159,1
1910.0,159,1
1385.0,159,1
864.0,159,1
917.0,159,1
5628.0,159,1
1492.0,159,1
678.5,159,1
2918.0,6,1
7976.5,37,3
1731.0,158,1
4070.0,70,4
492.0,158,1
2096.0,158,1
889.0,35,1
1146.0,158,1
23267.16,102,10
1240.0,62,2
738.0,158,1
1602.0,158,1
1267.0,158,1
984.0,158,1
963.0,158,1
1109.5,158,1
377.0,41,1
1328.5,158,1
996.5,158,1
431.5,158,1
957.5,158,1
1566.0,158,1
1534.0,158,1
1094.0,158,1
3212.5,17,2
1578.0,157,1
1219.0,143,2
976.0,157,1
4721.0,118,2
630.0,157,1
2189.0,157,1
623.0,157,1
1992.5,157,1
387.5,145,1
913.5,157,1
6030.0,23,5
8894.5,109,3
7975.0,154,1
1081.5,157,1
724.0,157,1
2200.0,157,1
1663.0,157,1
9343.0,38,2
642.0,157,1
1110.0,157,1
11435.0,145,2
940.0,157,1
834.0,157,1
825.5,157,1
1326.0,106,1
2425.5,151,1
927.0,157,1
2925.5,73,2
966.0,157,1
1168.5,157,1
537.0,157,1
2332.5,157,1
499.0,157,1
777.5,157,1
2248.0,147,2
921.0,142,1
1601.0,156,1
1019.0,157,1
838.0,153,1
723.5,157,1
780.0,157,1
10706.0,118,3
1073.0,156,1
549.0,156,1
1448.5,53,2
2144.0,156,1
1121.0,156,1
1180.0,156,1
7160.5,70,3
825.0,48,1
2698.5,156,1
1056.0,156,1
2941.0,156,1
5282.5,156,1
1236.0,156,1
573.5,156,1
7097.5,156,1
726.0,156,1
1156.0,156,1
532.0,156,1
733.5,156,1
964.0,72,1
1581.0,61,1
1189.0,156,1
2597.0,156,1
5336.0,36,2
2302.0,6,1
882.0,144,1
1403.0,156,1
1365.0,156,1
7086.0,152,3
3225.0,125,2
523.0,156,1
1771.0,156,1
9799.0,152,2
7343.0,17,3
937.5,156,1
742.0,156,1
1970.0,156,1
781.5,156,1
7265.5,10,3
2220.0,156,1
1156.5,156,1
3292.0,148,2
948.0,156,1
1613.5,128,1
2135.0,156,1
5785.0,153,2
1130.0,156,1
3734.0,144,2
1074.0,156,1
1516.0,156,1
561.0,156,1
29692.0,74,4
6679.0,156,1
1842.0,156,1
427.0,156,1
1313.0,156,1
12146.0,156,1
2899.0,31,2
1235.5,131,1
763.5,156,1
748.0,156,1
1399.0,7,1
441.5,155,1
492.0,155,1
1328.5,155,1
564.0,69,1
1367.0,155,1
534.0,9,1
854.0,155,1
1481.5,155,1
2193.0,155,1
4541.0,5,3
4149.0,144,2
2232.0,151,1
710.0,155,1
3581.0,155,1
10824.0,151,2
905.0,155,1
792.0,155,1
675.0,155,1
1829.0,155,1
1338.0,155,1
641.5,155,1
1337.5,3,2
568.0,155,1
7753.0,64,3
8522.0,127,2
1091.0,155,1
2829.0,42,2
2612.0,155,1
9943.0,155,1
1500.0,155,1
6536.5,47,2
1392.5,34,2
846.5,155,1
3223.5,19,3
912.5,155,1
1370.0,155,1
863.5,155,1
1131.0,155,1
1497.0,155,1
3158.0,155,1
3381.0,155,1
2072.0,155,1
2660.0,112,2
1659.0,155,1
1293.0,155,1
1375.0,155,1
5342.0,142,2
858.5,155,1
2067.45,155,1
736.5,155,1
1280.0,4,2
2475.0,155,1
1175.5,155,1
2259.0,155,1
11936.0,155,1
1252.5,155,1
4155.0,155,1
824.5,155,1
11064.0,114,2
1357.0,18,1
1654.0,155,1
899.5,155,1
8358.0,126,2
1029.5,149,1
1818.0,152,1
20183.5,136,3
2311.0,154,1
612.5,65,1
14834.0,133,4
3583.5,103,2
3534.5,41,2
1692.0,154,1
379.0,147,1
760.0,154,1
757.5,154,1
1556.0,154,1
2109.0,154,1
873.0,154,1
531.5,154,1
787.5,154,1
1399.0,154,1
14861.0,2,3
1168.0,154,1
1543.0,154,1
1640.0,154,1
411.0,154,1
1478.5,154,1
573.0,38,1
5730.0,154,1
7222.0,8,4
1192.0,154,1
10126.0,139,2
9866.0,153,2
40.0,154,1
5470.0,154,1
982.0,154,1
9509.0,140,2
3362.0,124,2
1871.0,154,1
796.0,154,1
3317.0,154,1
1863.0,154,1
2058.5,141,1
2755.0,59,2
759.5,154,1
2105.0,154,1
2353.0,154,1
4821.5,154,1
7874.0,145,3
879.0,154,1
1221.0,154,1
1380.0,154,1
835.5,100,1
6768.0,55,2
3022.0,141,1
2004.0,140,1
1905.0,154,1
10189.0,154,1
2517.0,154,1
1021.0,154,1
1508.0,154,1
4311.5,91,2
26506.0,13,3
8483.869999999999,154,1
6065.0,96,4
7468.0,154,1
895.0,154,1
9201.5,14,8
3866.0,111,2
1590.0,154,1
3696.0,28,3
1646.0,154,1
1871.0,154,1
1645.0,154,1
1068.0,154,1
858.0,154,1
1316.0,154,1
3774.0,154,1
2356.0,154,1
603.0,154,1
1183.5,153,1
6066.0,25,3
12045.0,77,3
3522.0,150,2
975.5,153,1
656.0,153,1
773.5,108,1
1741.5,37,2
759.5,153,1
1730.5,33,1
821.0,153,1
1860.0,153,1
1023.0,153,1
1297.5,153,1
823.0,153,1
861.0,153,1
12884.0,119,3
990.0,153,1
10508.0,153,1
1026.0,153,1
349.0,153,1
1748.0,153,1
2934.5,131,2
1596.0,153,1
906.0,153,1
3988.0,153,1
4212.0,131,2
1719.0,152,2
318.5,153,1
577.5,153,1
1082.5,153,1
3437.5,27,3
1523.5,153,1
949.0,153,1
495.0,153,1
1570.07,153,1
679.0,153,1
1722.0,153,1
19570.0,34,4
1979.0,146,2
7599.0,150,2
616.0,153,1
1634.0,153,1
13323.0,153,1
3225.0,83,2
4124.0,153,1
673.5,153,1
733.0,153,1
2052.0,153,1
672.0,152,1
3549.5,14,2
1160.0,153,1
840.5,34,1
1045.0,153,1
2036.0,153,1
5288.0,64,3
3723.0,70,3
22965.0,21,3
16215.0,153,1
1249.0,153,1
8621.5,98,2
3139.0,153,1
20006.0,20,7
10177.0,153,1
5202.5,141,4
2300.0,153,1
5203.0,85,2
305.0,153,1
5971.5,84,3
14324.0,135,3
3368.0,21,1
439.0,152,1
1902.5,152,1
742.0,152,1
1177.0,152,1
1092.0,152,1
984.0,152,1
3153.0,152,1
575.0,152,1
986.0,99,1
1990.0,149,1
420.0,152,1
1379.0,152,1
1296.0,152,1
935.5,152,1
1840.0,41,2
4010.0,6,2
932.0,152,1
444.0,152,1
979.0,152,1
18033.940000000002,76,3
738.0,152,1
732.0,152,1
4659.5,34,3
2170.0,152,1
2605.0,152,1
2699.5,152,1
9621.5,134,3
3285.0,152,1
3262.0,152,1
5231.0,133,3
1350.5,152,1
15220.5,111,4
1966.0,152,1
544.0,152,1
9294.0,152,1
2557.0,35,2
6573.0,98,2
400.0,144,1
3792.0,152,1
1569.0,152,1
919.0,152,1
4984.0,100,2
2607.5,33,4
5048.0,7,4
1342.0,152,1
1975.5,111,1
2275.0,142,2
4449.5,98,2
984.0,80,1
665.0,152,1
713.0,152,1
919.0,75,1
2781.0,152,1
6228.0,121,2
717.5,152,1
1743.5,152,1
614.5,152,1
15294.0,65,4
2111.0,140,1
6452.0,94,4
3855.5,33,4
1578.0,94,1
3820.5,34,3
966.0,152,1
727.5,152,1
8260.0,132,3
2784.0,72,3
6590.5,116,3
1190.0,151,1
362.0,13,1
9189.0,141,2
501.5,151,1
1760.0,151,1
2419.0,151,1
1438.0,151,1
961.0,151,1
543.5,151,1
902.0,151,1
1147.0,151,1
2685.0,151,1
5227.5,99,3
19646.0,65,4
574.0,151,1
878.0,151,1
981.0,151,1
553.5,151,1
870.5,151,1
5608.0,116,2
1848.5,151,1
1040.0,151,1
1314.0,151,1
4586.0,88,2
1383.5,151,1
951.5,151,1
1281.0,17,1
1757.5,19,3
973.0,138,1
473.5,151,1
2665.5,150,2
865.0,34,1
6672.5,147,2
858.5,151,1
1678.0,151,1
4175.5,151,1
2742.0,151,1
3275.0,151,1
995.5,151,1
805.0,151,1
1843.5,149,2
3073.5,151,1
1158.0,151,1
473.5,151,1
3822.5,151,1
1962.5,151,1
770.5,151,1
834.0,151,1
3144.5,151,1
3546.0,151,1
1933.5,151,1
2319.0,143,2
979.5,139,1
10950.0,144,3
2243.5,147,1
505.0,151,1
863.0,51,1
1198.0,151,1
1398.0,151,1
1946.0,151,1
5954.0,83,2
961.0,151,1
2203.5,73,3
811.0,106,1
507.5,150,1
471.0,150,1
564.0,150,1
2165.5,150,1
4166.0,131,2
556.0,150,1
5302.5,118,4
1418.0,150,1
592.0,150,1
1070.0,150,1
2250.0,150,1
2301.0,150,1
2363.5,144,2
1194.0,150,1
861.0,150,1
971.5,150,1
2703.0,150,1
4347.5,17,1
1862.5,150,1
979.0,150,1
1286.5,150,1
1219.0,150,1
1328.0,150,1
3551.0,150,1
1494.5,150,1
1723.0,150,1
7994.0,150,1
934.0,150,1
1245.0,141,1
1769.5,150,1
4581.0,21,3
2432.5,79,1
927.0,150,1
1231.0,150,1
19524.0,141,4
993.0,150,1
1037.0,150,1
3051.0,150,1
3673.0,145,2
5791.0,150,1
2344.0,150,1
1513.0,150,1
6368.0,53,5
2391.0,150,1
6278.5,146,2
2006.0,150,1
1062.0,150,1
8787.0,150,1
6774.0,144,3
1429.0,150,1
8848.0,139,2
1265.0,149,1
1314.0,149,1
858.0,149,1
627.5,149,1
1516.0,149,1
794.0,149,1
1371.0,82,1
709.0,149,1
1555.0,149,1
662.5,149,1
439.0,149,1
907.0,149,1
1730.0,149,1
995.0,149,1
717.0,149,1
674.5,149,1
1182.0,149,1
567.5,149,1
805.0,149,1
5331.0,71,3
768.0,149,1
679.5,17,1
4858.0,73,2
729.5,149,1
6215.0,28,3
1929.0,149,1
6380.0,90,4
681.5,44,1
1723.0,149,1
1301.0,149,1
1603.0,149,1
980.0,149,1
821.0,149,1
1909.5,149,1
1933.0,149,1
1207.0,149,1
2170.0,149,1
2295.5,149,1
2218.0,149,1
4991.0,49,2
1398.0,149,1
2003.0,149,1
1301.0,149,1
13206.0,104,3
514.0,149,1
7229.0,37,2
29748.0,141,3
650.0,149,1
3649.0,45,2
809.0,149,1
4859.5,93,2
1565.0,149,1
1717.0,149,1
2037.5,149,1
846.0,149,1
1582.0,142,2
658.5,149,1
1935.0,149,1
6558.0,149,1
792.0,149,1
482.0,148,1
6347.0,3,3
10750.599999999999,34,5
821.0,148,1
776.5,148,1
498.0,148,1
560.0,148,1
1230.0,148,1
2317.5,148,1
678.0,148,1
319.0,148,1
436.0,148,1
540.0,148,1
1268.0,148,1
6305.5,144,2
512.0,148,1
568.0,148,1
1064.5,148,1
1018.5,148,1
1504.0,148,1
957.5,148,1
982.0,148,1
695.0,148,1
2526.5,148,1
1032.5,148,1
549.0,148,1
60.0,148,1
2636.0,148,1
508.0,148,1
1496.0,132,2
1015.0,148,1
1028.0,148,1
566.0,148,1
6354.0,126,2
640.0,148,1
688.0,148,1
1525.0,23,2
1524.0,148,1
605.5,148,1
1131.0,148,1
3072.0,148,1
782.0,148,1
917.0,148,1
1530.0,148,1
702.0,148,1
1816.0,148,1
3410.0,148,1
3171.0,148,1
1488.0,148,1
4480.0,148,1
3520.5,49,5
574.0,148,1
5516.0,126,3
712.5,147,1
1966.0,147,1
495.0,147,1
599.0,147,1
962.0,147,1
5595.040000000001,32,3
1261.5,147,1
883.5,147,1
874.0,147,1
542.0,147,1
671.0,147,1
2426.0,12,3
628.5,147,1
5909.0,55,3
3984.5499999999997,132,4
337.0,147,1
1906.0,147,1
2349.0,147,1
821.0,147,1
2203.5,147,1
704.0,147,1
2034.0,147,1
1449.0,147,1
1611.0,37,2
522.0,147,1
1007.0,147,1
584.5,72,1
685.5,147,1
1133.0,147,1
1071.0,145,1
2454.0,147,1
5830.0,142,2
10680.0,72,3
1259.0,57,1
8398.5,45,5
764.0,112,1
807.0,147,1
1314.5,147,1
739.0,147,1
9830.0,116,2
1395.5,62,1
2642.0,144,2
833.0,147,1
2332.0,147,1
8568.0,143,2
2340.5,1,2
2410.0,147,1
7422.0,139,2
744.5,146,1
1488.5,146,1
1311.0,146,1
2069.5,146,1
1384.5,146,1
1003.0,146,1
442.5,56,1
1406.0,146,1
760.0,146,1
1499.0,146,1
1063.0,146,1
1192.0,146,1
490.0,146,1
1067.5,146,1
886.5,146,1
1943.5,146,1
1752.5,146,1
2249.0,146,1
2431.0,146,1
8587.0,31,5
1250.0,73,2
494.5,111,1
696.0,146,1
4044.5,52,2
1024.0,146,1
5620.0,123,3
557.0,135,1
650.5,146,1
1988.0,146,1
720.0,146,1
617.0,146,1
590.0,146,1
843.0,146,1
11604.5,146,1
1985.0,146,1
902.0,144,1
675.5,146,1
2167.0,146,1
841.0,22,1
1549.0,146,1
1384.5,101,1
4975.5,140,3
4043.0,30,3
5091.0,80,4
8013.0,126,2
6591.0,144,2
685.0,145,1
1773.0,145,1
1188.0,144,1
684.0,145,1
1174.5,73,1
918.0,145,1
2347.5,145,1
930.5,145,1
822.5,145,1
2149.0,145,1
1186.0,145,1
1241.0,145,1
1335.5,145,1
2156.5,70,2
2368.0,145,1
556.5,145,1
801.5,145,1
1022.0,145,1
1943.0,145,1
3065.0,145,1
2032.0,145,1
974.0,145,1
2645.0,145,1
14684.0,73,4
1003.0,145,1
820.5,145,1
2876.5,145,1
1416.0,145,1
917.5,145,1
1112.5,145,1
2084.0,145,1
1398.0,145,1
10119.0,137,2
1781.0,34,3
2903.0,23,3
1636.0,145,1
1009.0,145,1
9735.0,137,2
2207.0,41,3
1387.5,145,1
4765.0,63,3
1163.5,145,1
7107.0,144,2
824.0,144,1
744.0,144,1
1486.0,144,1
2071.0,126,1
2513.0,144,1
2010.0,144,1
790.0,144,1
951.5,144,1
1863.0,144,1
1049.0,144,1
1855.0,144,1
596.0,144,1
9379.0,138,2
1094.0,144,1
433.5,144,1
874.5,144,1
6126.5,144,1
2273.5,144,1
7810.5,144,1
1071.0,144,1
1848.5,144,1
1728.0,87,1
588.0,144,1
1591.0,34,1
1805.0,144,1
895.0,144,1
2109.0,144,1
1528.0,133,1
2188.0,144,1
1235.06,144,1
1128.0,113,1
1432.0,97,2
1238.5,105,2
1026.5,144,1
7335.0,36,2
2915.0,10,1
493.5,144,1
2199.0,33,1
3097.5,7,5
1067.0,144,1
1081.5,144,1
9515.0,139,2
516.0,144,1
1941.0,144,1
2122.0,144,1
386.0,144,1
2031.0,144,1
84.0,27,1
12764.0,63,2
1610.0,144,1
590.0,72,1
961.5,143,1
1954.0,26,2
780.0,143,1
5791.0,117,2
2305.0,143,1
1685.0,143,1
2270.0,143,1
1551.1999999999996,143,1
18549.0,40,9
796.0,143,1
723.0,143,1
700.0,143,1
894.5,143,1
1547.0,53,2
2288.0,143,1
467.0,143,1
766.0,143,1
802.0,143,1
1805.5,143,1
2106.5,108,1
864.0,143,1
962.0,34,1
718.0,143,1
1157.0,143,1
1224.0,23,1
1467.0,143,1
1152.0,143,1
855.0,143,1
4719.0,63,2
1733.0,143,1
845.0,143,1
1500.0,143,1
917.5,143,1
2160.0,143,1
626.5,143,1
821.5,143,1
2757.0,24,2
3240.0,143,1
1386.0,143,1
13059.5,81,3
962.0,7,1
1376.0,143,1
1820.0,143,1
4199.0,127,2
3234.0,143,1
867.0,143,1
1461.5,143,1
1337.5,118,1
1324.0,35,1
2244.0,131,1
5034.0,101,4
583.0,142,1
1212.0,142,1
1027.5,97,1
3200.5,142,1
1072.0,142,1
1042.0,31,1
1199.0,142,1
883.0,142,1
764.5,142,1
1273.0,142,1
488.0,142,1
2547.0,142,1
523.5,110,1
1472.0,142,1
2035.0,142,1
8406.5,72,2
1791.0,142,1
1349.0,29,1
827.0,142,1
1475.0,53,1
378.0,142,1
1722.0,142,1
556.0,142,1
1240.0,142,1
1951.0,142,1
3394.0,142,1
1144.5,142,1
1918.0,7,1
963.0,142,1
608.0,142,1
2632.5,8,4
2188.0,142,1
843.0,142,1
1770.0,142,1
527.0,142,1
1038.0,74,1
2099.0,142,1
3603.0,10,2
6071.0,142,1
597.5,4,1
826.0,142,1
1229.5,142,1
1312.0,142,1
1078.0,142,1
8243.0,97,3
1402.5,84,2
885.0,141,1
746.0,141,1
614.0,141,1
4502.0,72,2
757.0,141,1
884.5,141,1
559.0,141,1
574.0,141,1
1117.0,141,1
566.5,141,1
4649.5,21,5
1338.0,141,1
552.5,141,1
712.0,141,1
2153.5,5,3
1055.5,141,1
2264.5,32,3
1693.5,141,1
1143.5,141,1
6709.0,5,2
1287.0,141,1
986.5,141,1
1429.0,141,1
1821.0,141,1
1122.0,141,1
1156.5,141,1
4936.0,114,2
1104.0,26,1
763.0,141,1
477.0,141,1
1285.0,141,1
3425.0,125,2
1305.0,16,2
1584.0,140,1
19.0,140,1
433.0,140,1
5813.0,7,3
669.0,140,1
5096.5,135,2
1964.0,140,1
746.0,140,1
746.0,140,1
1233.5,140,1
493.5,140,1
1039.0,140,1
766.0,140,1
337.0,140,1
1910.0,140,1
2467.0,140,1
633.0,140,1
1111.0,140,1
880.0,101,1
7864.0,40,4
1135.0,140,1
406.5,48,1
1472.5,82,2
2316.0,140,1
6514.0,105,3
1008.0,140,1
6330.5,134,2
609.0,76,1
1595.0,140,1
8570.5,4,6
585.0,140,1
1422.5,140,1
1556.0,139,1
2171.0,139,1
1387.5,139,1
668.0,139,1
9517.0,139,1
946.5,139,1
583.5,74,1
1980.5,139,1
7095.0,134,2
1559.0,139,1
484.0,139,1
832.5,139,1
3476.0,139,1
949.0,139,1
1143.0,139,1
904.0,139,1
2817.0,2,3
5640.0,139,1
4976.0,139,1
1519.5,139,1
923.0,139,1
5454.0,41,4
743.0,139,1
1673.0,139,1
1667.5,44,2
766.0,139,1
1517.5,125,2
1836.0,138,1
381.5,138,1
4426.0,138,1
1314.0,138,1
1313.0,111,2
1129.0,3,2
1355.5,48,2
1680.0,138,1
1124.0,93,1
719.0,138,1
552.5,138,1
1424.0,5,2
3507.0,79,3
1035.05,137,1
933.0,137,1
1441.0,137,1
3710.0,130,4
1855.0,75,1
8284.0,137,1
1438.0,137,1
12829.0,82,2
3277.5,5,3
934.0,136,1
584.0,136,1
872.5,136,1
2471.0,67,2
1273.5,41,1
2138.0,136,1
2752.5,28,3
505.0,136,1
723.5,46,1
2595.0,42,2
2384.0,136,1
555.5,136,1
2115.0,136,1
775.0,136,1
925.5,136,1
1386.5,136,1
735.0,136,1
1219.0,136,1
1313.5,136,1
6303.0,73,2
1114.0,136,1
888.0,136,1
37953.5,84,4
605.5,135,1
649.0,135,1
1082.0,135,1
1984.0,78,2
4606.0,135,1
475.5,135,1
549.0,113,1
2032.0,106,2
677.5,135,1
1708.0,135,1
576.0,135,1
566.5,86,1
1052.0,135,1
644.0,135,1
3848.5,12,4
7815.4400000000005,30,2
4242.0,135,1
687.0,134,1
974.5,134,1
1292.0,134,1
934.0,134,1
492.0,134,1
1289.0,134,1
1445.0,134,1
4501.5,47,2
1162.0,134,1
7949.0,12,2
1933.0,84,2
12746.0,133,1
1699.0,133,1
665.5,133,1
678.5,133,1
456.0,133,1
1662.0,133,1
1693.0,133,1
819.5,75,1
5113.5,62,5
1052.5,133,1
832.0,133,1
1836.0,133,1
4595.0,122,2
7173.5,125,2
1835.5,28,1
16689.0,102,2
1313.0,133,1
2131.0,133,1
1554.0,132,1
559.0,132,1
808.5,132,1
873.0,132,1
1066.5,132,1
3818.5,105,4
630.0,132,1
2055.0,76,2
2252.0,132,1
7750.0,132,1
4346.0,89,2
12103.0,113,3
8751.0,22,5
2533.5,19,3
1106.0,132,1
4399.5,87,5
887.0,132,1
938.0,132,1
5987.0,94,3
1004.0,132,1
558.0,132,1
1483.0,132,1
692.0,132,1
790.0,82,1
2435.5,132,1
10726.0,17,6
997.0,132,1
398.5,132,1
6981.0,118,3
4091.5,107,2
3999.0,18,5
1123.0,132,1
1150.0,27,2
7066.0,71,2
14518.0,72,3
1402.0,132,1
6465.0,94,3
15697.0,73,2
6049.0,132,1
387.0,131,1
1002.0,131,1
2226.5,131,1
3475.0,9,4
2662.5,34,2
1263.0,131,1
1417.0,131,1
1671.0,131,1
905.0,90,1
1814.5,131,1
1908.5,131,1
2110.5,32,2
414.5,131,1
1266.5,131,1
708.0,131,1
1533.0,131,1
1022.0,131,1
1337.5,10,2
614.5,50,1
22964.5,2,13
1735.0,131,1
791.0,74,1
1609.0,40,2
1631.0,131,1
413.5,76,1
453.0,131,1
1094.0,131,1
1483.0,131,1
6127.5,19,2
1102.5,131,1
974.5,131,1
2178.0,131,1
10285.0,131,1
3094.0,5,4
700.0,130,1
918.0,65,1
1184.5,130,1
511.5,130,1
1275.0,130,1
900.0,130,1
1007.0,38,1
5442.0,37,3
984.0,26,2
12654.0,130,1
2055.0,129,1
499.0,126,1
4590.0,97,2
876.5,129,1
1463.0,74,1
541.0,113,1
456.0,129,1
605.0,129,1
1310.0,129,1
1151.5,129,1
938.5,128,1
914.0,128,1
931.0,128,1
628.0,128,1
1917.5,36,2
725.5,128,1
1052.0,128,1
917.08,128,1
847.5,128,1
5583.0,3,5
1298.0,55,2
682.0,128,1
26004.0,18,9
673.0,127,1
591.0,127,1
1125.0,19,1
374.0,127,1
1946.5,127,1
819.0,127,1
1724.5,22,1
2265.0,127,1
781.0,127,1
1222.0,127,1
348.5,127,1
1536.5,127,1
5635.5,37,3
788.0,127,1
1683.0,127,1
663.5,109,1
1495.0,126,1
978.5,126,1
813.0,126,1
690.0,126,1
54391.0,10,15
1505.5,126,1
21374.0,126,1
926.0,126,1
3379.0,126,1
1189.0,126,1
1422.0,101,1
474.0,126,1
2232.0,126,1
2103.06,30,3
2015.0,126,1
1428.5,126,1
893.0,126,1
1988.0,126,1
6064.0,103,2
569.0,112,1
827.5,126,1
6117.0,122,2
1418.5,53,2
2768.0,126,1
4668.0,126,1
900.0,64,2
1902.5,33,3
1335.5,126,1
3796.0,126,1
764.0,125,1
1282.5,125,1
2002.0,125,1
1884.5,125,1
6042.5,125,1
5445.0,125,1
398.5,125,1
1132.0,125,1
662.5,125,1
639.0,125,1
1260.0,125,1
6738.0,99,3
1358.0,125,1
654.0,125,1
1254.5,125,1
1131.0,120,1
1427.0,54,1
1187.5,9,1
647.0,125,1
1190.0,125,1
392.5,124,1
518.0,125,1
2584.0,125,1
652.0,125,1
952.0,125,1
1540.0,125,1
1223.5,120,2
602.0,125,1
1575.0,125,1
941.0,125,1
768.5,125,1
4457.0,28,3
627.0,125,1
1221.5,124,1
1337.5,124,1
1060.0,124,1
1572.5,124,1
1311.0,124,1
569.0,124,1
1004.0,13,2
803.0,124,1
2776.5,124,1
1764.0,39,1
850.5,124,1
812.5,124,1
787.0,15,1
684.0,124,1
1003.5,124,1
2088.5,124,1
2488.91,124,1
535.0,124,1
976.0,124,1
602.5,124,1
663.5,24,1
901.6400000000001,124,1
641.0,124,1
1091.5,124,1
561.5,124,1
1522.0,123,1
527.0,82,1
7281.5,35,4
537.0,123,1
2993.0,123,1
1881.0,123,1
3301.0,123,1
1034.0,123,1
1071.0,123,1
6090.5,17,2
515.5,123,1
832.5,123,1
1590.5,123,1
2004.5,115,2
935.0,123,1
1062.0,123,1
484.0,123,1
660.0,34,1
6187.0,123,1
3129.0,14,3
961.0,123,1
416.0,123,1
4667.0,26,2
846.0,123,1
1834.0,123,1
1009.0,122,1
1420.0,122,1
1304.0,122,1
2428.0,97,1
767.0,122,1
596.5,122,1
994.5,122,1
1555.0,83,1
1129.0,12,1
1402.0,122,1
1331.0,122,1
1053.0,122,1
749.0,122,1
1374.0,122,1
452.0,122,1
5552.0,122,1
1238.0,122,1
24860.0,26,6
1809.0,122,1
7234.16,122,1
5994.080000000003,122,1
577.0,122,1
1185.0,121,1
1006.0,121,1
447.0,109,1
924.0,121,1
466.0,121,1
1213.5,121,1
1454.0,52,2
711.0,121,1
5713.5,36,2
1377.0,121,1
1013.0,121,1
1011.0,89,1
1052.5,121,1
715.5,121,1
2557.5,30,1
487.0,121,1
1774.0,121,1
1138.0,121,1
17600.0,43,3
4647.0,44,3
1051.0,120,1
824.0,120,1
1605.5,120,1
3593.5,40,2
722.0,87,1
23790.0,15,7
702.5,120,1
566.0,120,1
1803.5,100,2
1068.0,30,1
894.0,120,1
979.0,120,1
2219.0,120,1
1157.0,120,1
784.0,120,1
5476.5,120,1
1049.0,120,1
9202.0,103,2
1163.0,119,1
353.5,119,1
600.0,119,1
856.0,119,1
1312.5,74,2
1214.0,119,1
444.5,119,1
565.0,119,1
1548.5,119,1
1248.5,119,1
1538.5,13,1
870.0,119,1
2125.0,119,1
958.5,119,1
2136.0,55,2
1490.0,119,1
1317.0,119,1
1295.0,119,1
1567.5,9,1
1203.0,78,1
895.5,119,1
1145.0,119,1
952.0,16,1
797.0,119,1
6061.5,97,2
966.5,5,1
7894.0,119,1
5272.0,48,3
596.5,119,1
21526.0,84,2
978.0,119,1
11319.0,72,2
1560.0,118,1
2162.0,96,1
429.0,118,1
3191.5,57,3
1558.0,18,1
450.0,118,1
309.0,118,1
3048.0,118,1
1265.0,118,1
1242.0,34,1
1703.5,118,1
859.0,118,1
3276.5,92,2
658.5,115,1
1268.5,118,1
508.0,118,1
1813.0,93,2
1039.5,118,1
331.0,118,1
1466.0,109,1
1209.5,118,1
1233.0,118,1
1848.0,118,1
543.5,118,1
1037.0,118,1
1237.0,73,1
567.0,118,1
780.0,118,1
731.5,118,1
1121.0,118,1
1203.0,118,1
712.0,118,1
824.5,118,1
2741.0,118,1
572.0,87,1
2186.0,118,1
933.0,7,1
918.0,51,1
4528.0,17,2
640.5,118,1
539.5,118,1
553.0,117,1
635.0,117,1
1553.5,117,1
758.0,33,1
5107.5,6,4
516.0,117,1
1032.0,117,1
3910.57,81,3
811.0,117,1
412.0,117,1
296.5,45,1
709.5,117,1
584.0,117,1
751.5,117,1
1721.0,117,1
2856.0,117,1
