money,recent,frequency
1472.5,179,1
538.0,188,1
2462.5,188,1
3563.0,2,2
1982.5,188,1
2002.0,188,1
979.0,188,1
1338.0,188,1
700.5,188,1
1013.5,188,1
2472.5,188,1
753.0,188,1
1265.5,181,1
1708.5,176,2
1949.0,184,1
784.0,188,1
525.0,138,1
670.0,188,1
3074.0,72,3
920.0,152,1
847.0,188,1
1333.0,137,2
856.5,188,1
510.5,188,1
2600.0,188,1
2082.0,188,1
1503.0,188,1
2327.5,46,2
2377.0,104,1
1532.5,188,1
1948.0,188,1
1148.0,188,1
1530.0,188,1
807.0,188,1
595.0,186,1
508.0,188,1
1566.0,188,1
2185.0,129,2
1052.0,188,1
1556.5,188,1
1036.0,188,1
1044.0,188,1
3153.5,20,4
1098.5,188,1
1675.0,188,1
813.0,188,1
499.0,137,1
412.0,188,1
562.5,188,1
1022.0,188,1
803.5,184,1
13766.5,122,5
6151.0,169,2
12717.119999999999,82,5
7890.0,175,2
906.0,188,1
914.0,187,1
786.0,139,1
783.5,187,1
748.0,16,1
884.0,187,1
2907.5,26,2
1773.0,187,1
678.5,187,1
1179.0,187,1
892.0,34,1
1288.5,187,1
648.0,187,1
16621.5,107,4
1909.0,187,1
2059.0,13,4
594.0,187,1
906.0,187,1
408.0,187,1
755.0,187,1
2533.0,14,2
651.0,187,1
13928.0,55,7
766.5,187,1
72.0,167,1
2694.5,166,2
923.0,23,1
629.0,187,1
1193.5,187,1
2898.12,187,1
3068.5,7,1
727.0,38,1
3012.5,94,1
801.0,187,1
770.0,145,1
676.5,187,1
552.0,187,1
633.5,187,1
585.0,187,1
502.0,187,1
3769.0,187,1
1169.5,187,1
1235.0,187,1
582.5,28,1
1721.5,18,2
917.0,58,1
5727.0,138,2
677.0,187,1
3748.0,187,1
10805.0,132,2
1983.0,187,1
1011.5,166,3
7873.5,71,3
9220.0,133,3
715.0,187,1
8427.0,135,2
1049.0,184,1
1327.5,187,1
748.0,186,1
761.0,186,1
933.0,186,1
1220.0,137,2
840.0,14,1
1349.5,90,1
1389.5,186,1
1570.0,186,1
2259.0,159,1
1509.0,186,1
1015.5,153,1
934.5,186,1
790.0,186,1
622.0,186,1
697.0,186,1
867.5,186,1
1080.0,186,1
1300.5,186,1
1220.0,186,1
1629.0,186,1
2443.0,186,1
1062.0,182,1
912.0,186,1
1023.0,186,1
1366.0,186,1
1243.0,186,1
1602.0,186,1
1797.0,98,1
12821.0,42,7
2222.0,186,1
2125.0,186,1
5811.0,17,4
2301.0,164,2
6026.0,139,3
1190.0,186,1
754.0,185,1
492.0,36,1
2028.0,185,1
1288.0,185,1
1993.5,73,1
1884.0,177,1
645.5,167,1
1341.5,185,1
836.5,179,1
743.0,185,1
3732.5,65,3
4472.5,107,5
845.0,185,1
3941.0,84,3
3810.6,116,2
3393.0,12,4
573.0,185,1
937.0,185,1
6605.0,131,4
594.0,15,1
872.0,185,1
1163.0,185,1
1291.0,175,1
9848.0,52,4
6063.0,47,2
710.0,185,1
1710.0,185,1
1391.0,185,1
1064.5,185,1
1728.64,185,1
1231.5,185,1
732.0,185,1
2312.0,120,1
1736.0,159,1
370.0,185,1
716.0,185,1
549.0,185,1
19538.0,29,7
876.0,168,1
13077.0,35,4
8070.0,131,2
1777.5,185,1
2237.0,185,1
1285.0,185,1
564.5,185,1
4345.0,185,1
1663.5,185,1
734.0,185,1
5283.5,21,5
1313.0,185,1
1777.0,184,1
822.0,184,1
855.5,184,1
1958.0,148,2
3159.5,39,6
1618.0,184,1
601.5,184,1
6317.0,135,3
434.0,184,1
2294.5,6,2
3252.0,32,3
1732.0,116,1
9986.559999999998,66,8
1337.0,184,1
725.5,184,1
548.0,184,1
720.0,184,1
1097.0,172,1
1509.0,132,1
5831.0,3,3
427.0,184,1
602.0,183,1
7193.0,89,3
791.0,184,1
940.0,184,1
1136.0,184,1
747.0,184,1
1012.0,184,1
4509.5,184,1
739.0,184,1
702.0,184,1
1251.0,184,1
951.5,184,1
5086.0,184,1
394.5,183,1
1074.5,167,1
1035.5,167,1
5302.5,84,2
3291.0,23,4
3772.0,132,3
1994.0,98,2
737.5,183,1
232.5,150,1
10190.0,129,3
1673.0,78,3
610.0,146,1
297.5,140,1
555.0,101,1
594.0,178,1
950.5,137,1
1007.0,155,1
6308.5,162,2
1150.5,183,1
1371.5,183,1
1606.5,177,1
1821.5,183,1
583.0,183,1
742.0,183,1
1331.0,165,1
906.0,183,1
2172.0,160,1
5076.0,74,4
1261.0,65,2
446.0,155,1
915.0,180,1
1438.0,183,1
969.0,183,1
2044.0,183,1
6631.0,183,1
518.5,183,1
1062.0,183,1
1208.0,98,2
592.0,183,1
1243.0,183,1
2126.5,126,2
936.0,183,1
6767.0,155,3
448.5,183,1
1341.5,183,1
2006.5,85,1
1050.5,133,1
1183.5,183,1
55341.5,136,2
907.5,183,1
6421.0,183,1
1524.0,61,2
1280.5,90,1
2580.5,148,3
598.5,182,1
488.5,182,1
505.0,182,1
11948.5,9,6
2301.5,138,2
797.5,182,1
3912.5,159,1
539.0,182,1
1107.0,182,1
2477.0,14,1
647.5,90,1
2826.0,182,1
703.0,174,1
429.0,182,1
10017.0,116,4
2651.0,182,1
3203.5,53,2
547.0,182,1
662.0,182,1
535.0,182,1
1763.0,182,1
41718.5,115,3
1097.5,182,1
1795.0,171,2
1064.0,182,1
2339.0,182,1
7328.0,11,3
1884.0,182,1
4362.5,161,3
2231.0,182,1
1490.5,182,1
1072.0,182,1
2684.0,151,2
883.0,182,1
808.5,182,1
953.0,182,1
1998.0,126,3
624.0,182,1
690.0,182,1
634.5,182,1
620.0,182,1
462.0,26,1
857.0,182,1
3108.0,56,3
1564.5,182,1
416.0,182,1
1364.5,140,1
1356.0,182,1
3563.5,30,2
2229.5,110,1
1981.0,182,1
6017.0,182,1
1497.0,182,1
959.5,182,1
6479.5,130,4
440.0,182,1
901.5,182,1
1062.0,182,1
1249.0,182,1
7421.0,15,5
1131.0,182,1
1230.5,2,2
5727.0,182,1
6819.5,47,4
1767.0,182,1
1067.0,182,1
1056.0,14,2
2592.0,182,1
16443.0,99,2
498.0,182,1
19475.0,48,4
20883.5,25,5
10321.0,182,1
9811.5,87,5
957.5,35,1
1411.5,181,1
753.0,179,1
1133.0,2,1
873.5,27,1
1287.0,32,2
1145.0,181,1
797.0,141,1
1369.5,161,1
830.0,181,1
1246.0,181,1
399.0,181,1
1345.0,181,1
7318.0,144,2
848.0,181,1
1528.5,181,1
757.0,181,1
3167.0,181,1
654.0,84,1
880.0,157,2
616.0,181,1
1243.0,181,1
451.0,148,1
1166.0,92,2
2357.0,181,1
651.5,181,1
743.0,70,1
854.0,84,1
1845.0,35,1
620.0,181,1
1682.0,181,1
2143.0,132,1
3103.0,83,2
11578.5,4,4
1999.0,181,1
1281.0,181,1
1241.0,181,1
697.0,181,1
2723.0,10,2
2381.0,151,2
3544.5,80,2
1609.0,181,1
892.0,181,1
3303.0,45,1
540.0,181,1
2011.5,181,1
3870.5,157,3
1884.5,125,3
2109.5,151,2
1556.0,181,1
482.0,181,1
311.5,181,1
1562.0,181,1
899.0,181,1
9641.0,127,2
901.5,53,2
7290.5,160,2
8967.0,111,2
7078.5,133,3
6144.0,181,1
2099.5,181,1
8883.0,167,3
717.0,104,1
1245.0,150,1
3619.0,180,1
1299.0,180,1
1053.0,180,1
954.0,180,1
1272.0,180,1
2828.0,126,3
4380.0,7,2
780.0,180,1
1872.0,175,1
3185.0,8,1
1092.0,180,1
862.0,180,1
1556.5,180,1
796.5,2,1
1230.5,180,1
15280.0,21,10
484.0,180,1
909.0,180,1
6230.0,149,4
1532.0,180,1
447.0,6,1
3873.0,180,1
2193.0,180,1
2216.5,70,2
8007.0,180,1
1101.0,111,1
1720.0,104,1
2050.0,87,1
1136.0,180,1
1120.5,139,1
708.0,180,1
4115.0,41,2
1280.0,180,1
2226.0,180,1
431.0,180,1
5391.0,14,4
2170.0,180,1
760.0,180,1
711.0,180,1
1945.5,57,2
519.0,154,1
642.0,180,1
5846.0,160,2
602.0,180,1
710.0,180,1
2904.0,139,2
1541.0,180,1
879.0,180,1
1478.0,180,1
1943.0,180,1
1645.0,138,2
6118.0,109,2
328.0,180,1
5524.5,6,4
1416.5,180,1
1295.0,180,1
842.0,180,1
885.0,177,1
3742.0,151,2
2913.5,180,1
2016.5,138,1
499.0,180,1
4571.0,171,2
5000.0,117,3
607.0,179,1
566.0,179,1
550.5,179,1
746.5,179,1
1622.0,179,1
1364.0,179,1
834.0,132,1
3275.0,179,1
622.0,179,1
4154.0,179,1
17633.0,17,5
5762.0,27,4
524.5,179,1
763.0,179,1
1836.0,101,1
800.0,179,1
1410.5,179,1
2169.0,179,1
1109.0,89,1
1282.0,179,1
503.0,179,1
1545.5,179,1
659.0,179,1
6515.5,179,1
480.0,179,1
645.5,177,1
626.0,179,1
1573.0,179,1
730.0,179,1
1156.5,179,1
799.0,179,1
456.5,176,1
15782.0,179,1
2394.0,13,3
15263.5,39,11
1986.0,152,1
1974.5,12,2
655.0,89,1
1838.5,179,1
7463.0,38,4
2370.5,179,1
4048.0,159,2
2139.0,179,1
11261.86,4,5
3606.0,128,4
3015.0,179,1
4403.0,102,3
21582.0,9,7
628.0,179,1
1462.0,26,1
7493.0,179,1
6257.0,171,2
1881.0,178,1
542.0,178,1
468.0,178,1
985.0,178,1
215.0,178,1
24866.5,136,5
803.06,34,1
1249.0,53,1
629.0,55,1
541.0,178,1
6594.0,50,5
447.5,178,1
727.0,178,1
506.5,178,1
7289.0,41,3
3768.0,46,1
1997.5,178,1
695.5,178,1
1057.0,112,1
527.0,178,1
871.0,178,1
774.0,178,1
2144.5,178,1
503.5,178,1
1454.5,178,1
808.0,178,1
598.0,178,1
7767.5,15,5
1536.5,178,1
495.0,178,1
1430.5,58,2
1418.0,178,1
2109.0,178,1
1090.0,178,1
1200.0,178,1
1485.5,178,1
2076.0,178,1
641.5,178,1
6446.5,162,3
574.0,178,1
1084.5,178,1
765.5,178,1
824.5,178,1
850.0,178,1
1203.0,178,1
389.5,178,1
6758.0,41,3
2227.0,178,1
618.0,178,1
854.0,178,1
1041.5,178,1
1401.5,178,1
1527.0,178,1
541.0,178,1
2396.0,86,3
2878.0,177,1
1019.5,161,1
589.5,177,1
6126.0,35,3
1437.0,43,1
1122.0,163,1
909.0,177,1
1344.0,177,1
11192.0,176,2
369.0,150,1
1766.0,177,1
2440.0,177,1
952.0,177,1
1606.5,177,1
1259.5,177,1
2556.0,177,1
987.5,177,1
850.0,177,1
1408.0,20,1
976.0,177,1
2443.0,55,3
2150.0,177,1
437.5,177,1
511.0,177,1
10608.0,132,2
2366.0,148,2
1104.0,177,1
2127.0,177,1
985.0,177,1
828.5,177,1
1533.0,171,1
742.5,176,1
15660.0,176,1
6759.0,67,2
1920.5,176,1
1126.0,176,1
2610.5,176,1
6534.0,171,2
15021.5,42,6
1062.0,43,1
979.0,176,1
486.5,46,1
1249.5,122,2
1165.0,176,1
1757.0,176,1
8606.0,160,2
2074.0,176,1
1227.0,176,1
6598.0,148,3
1708.0,10,2
2518.0,176,1
495.5,176,1
545.5,176,1
1290.0,176,1
417.0,176,1
5631.0,140,2
1191.5,176,1
508.0,176,1
2808.0,176,1
10587.0,170,2
598.5,172,1
429.0,176,1
582.0,176,1
1199.0,176,1
1217.0,176,1
494.5,176,1
1813.0,176,1
3290.0,71,2
1339.0,176,1
5110.0,138,4
978.0,176,1
1254.0,169,1
1000.0,176,1
823.0,176,1
755.0,83,1
6527.5,40,4
4791.0,87,4
2210.0,153,1
2603.0,8,2
1342.5,152,2
1085.0,175,1
1695.5,109,1
1465.0,175,1
1005.0,175,1
2285.0,160,2
1159.0,175,1
857.5,153,1
5994.5,59,3
1090.5,175,1
1377.5,9,2
1147.5,175,1
1434.0,74,2
12784.0,141,4
2273.0,175,1
1837.0,175,1
12906.0,175,1
2409.0,175,1
1123.0,175,1
1565.5,93,1
760.0,175,1
9560.0,143,2
1489.0,175,1
1591.0,175,1
2252.5,175,1
651.0,175,1
2919.0,175,1
640.0,175,1
1426.5,96,2
1441.5,175,1
855.0,175,1
3967.0,139,2
3936.0,175,1
8683.0,132,3
399.0,166,1
2024.0,175,1
1727.0,2,1
9178.5,140,3
3380.0,6,2
583.0,175,1
1474.0,152,1
13754.0,146,1
1156.5,174,1
6265.5,126,3
989.5,174,1
862.0,156,1
1124.5,174,1
3199.5,162,1
2998.0,47,4
3470.0,174,1
758.0,174,1
1438.0,174,1
1165.0,174,1
1175.0,72,2
503.0,174,1
429.0,8,1
1054.0,174,1
436.0,174,1
2503.0,174,1
936.5,174,1
496.5,174,1
662.5,174,1
930.0,174,1
923.0,174,1
3130.0,153,1
504.0,174,1
636.0,174,1
959.0,64,1
5332.5,40,3
418.5,174,1
656.5,174,1
541.0,174,1
7008.0,118,2
1508.0,174,1
569.5,19,1
602.0,174,1
1619.0,156,2
599.0,35,1
6810.5,121,3
1671.0,174,1
642.0,169,1
331.0,174,1
1293.0,174,1
2015.5,174,1
1247.0,66,1
696.0,159,1
2859.0,21,2
961.0,174,1
1004.0,174,1
588.5,174,1
573.5,174,1
2062.5,174,1
4336.5,159,2
1366.5,174,1
2815.5,1,3
917.0,174,1
1132.0,42,1
1385.0,47,1
827.5,174,1
1185.0,174,1
712.0,174,1
556.0,174,1
1666.5,174,1
1470.5,174,1
1449.5,143,2
2448.0,174,1
529.5,174,1
10184.0,55,1
973.0,148,1
940.0,127,1
1822.5,174,1
4567.0,21,2
591.0,116,1
486.5,174,1
1512.0,150,1
627.0,174,1
1141.5,174,1
1130.5,174,1
1728.5,174,1
525.0,174,1
1076.0,174,1
856.0,174,1
4464.5,12,2
2216.0,174,1
28079.0,174,1
1168.0,174,1
921.0,174,1
1670.5,159,2
1456.0,174,1
1106.0,71,1
1124.0,142,1
916.0,34,1
430.0,173,1
1003.5,173,1
1233.5,173,1
937.0,173,1
1092.5,173,1
418.0,173,1
5498.0,98,3
7681.0,162,2
520.0,173,1
922.0,173,1
774.0,104,1
2183.0,173,1
711.0,173,1
8101.0,103,3
843.0,173,1
1780.0,173,1
1649.5,159,2
1114.5,173,1
1122.0,173,1
789.0,173,1
485.0,173,1
2471.0,77,2
1064.0,173,1
1020.0,173,1
666.5,173,1
919.0,173,1
5602.0,134,2
2105.0,51,1
2186.5,14,2
468.5,144,1
740.5,150,1
14575.0,173,1
691.5,173,1
1678.5,173,1
630.0,173,1
941.0,44,1
8182.5,99,4
427.0,173,1
580.0,173,1
5857.5,7,10
11586.0,33,7
2222.0,73,1
1099.0,173,1
5308.0,65,2
1689.5,173,1
1074.0,173,1
536.0,172,1
678.0,172,1
3117.5,9,3
369.0,172,1
1724.0,172,1
1008.0,172,1
540.0,172,1
661.0,172,1
3579.5,13,3
1286.0,76,2
537.5,172,1
1349.0,172,1
1472.5,20,2
6405.0,7,2
11776.119999999999,112,6
9288.5,56,10
2205.0,172,1
2228.5,172,1
1204.0,172,1
473.0,172,1
1188.0,172,1
1401.0,18,2
701.05,172,1
491.0,172,1
654.0,172,1
1748.0,172,1
680.0,172,1
2893.0,70,3
1073.0,172,1
1534.5,172,1
965.0,172,1
1040.0,172,1
1032.5,152,1
1126.0,172,1
782.0,172,1
3659.5,113,6
9405.5,132,5
1343.0,172,1
50.0,172,1
517.5,172,1
926.0,172,1
6971.0,38,3
1143.0,172,1
791.5,172,1
3575.0,172,1
1571.0,172,1
1031.0,172,1
3069.5,89,3
1485.0,172,1
2131.0,115,1
826.5,172,1
5023.5,105,3
1322.0,172,1
1235.5,172,1
1236.0,56,1
472.0,172,1
10520.5,5,5
904.5,172,1
573.0,163,1
1850.0,172,1
6517.5,171,1
2445.0,105,2
2800.0,94,1
2698.5,171,1
453.5,171,1
379.0,171,1
288.0,141,1
3680.0,148,1
2049.05,171,1
1295.0,170,2
727.5,171,1
34537.5,41,18
1622.5,171,1
1123.0,171,1
353.5,171,1
1896.0,171,1
453.0,53,1
1060.0,171,1
606.0,171,1
7180.0,167,2
8038.5,30,4
878.0,171,1
1150.0,171,1
701.0,171,1
2711.0,70,2
602.5,171,1
942.0,171,1
1008.5,171,1
2546.5,171,1
981.5,171,1
3870.0,128,3
590.5,171,1
848.0,171,1
952.0,171,1
4948.0,165,2
662.0,171,1
1219.5,171,1
1663.5,171,1
2392.5,11,1
1952.5,171,1
1481.0,46,3
1904.0,159,2
2438.0,171,1
2003.0,171,1
866.0,171,1
1391.0,171,1
553.0,171,1
942.5,171,1
5873.5,137,3
1567.0,171,1
2091.5,35,3
545.5,171,1
1757.0,170,1
2187.0,150,1
1698.4000000000003,170,1
1346.0,170,1
1796.0,170,1
730.0,170,1
721.0,170,1
754.5,170,1
668.0,145,1
1192.0,170,1
748.0,170,1
1898.0,150,2
5792.0,170,1
2624.5,170,1
1562.5,98,1
3364.0,170,1
2329.0,170,1
873.0,75,1
28125.5,53,5
679.0,70,1
432.0,170,1
1751.0,29,3
1039.0,56,1
1050.0,170,1
2211.0,56,2
1880.0,170,1
932.0,167,1
808.5,170,1
538.0,170,1
473.0,122,1
919.5,170,1
1438.5,170,1
1103.0,170,1
2147.0,170,1
888.5,170,1
5559.0,118,3
1085.0,101,1
1043.5,170,1
948.0,170,1
2087.5,170,1
748.0,170,1
1372.0,170,1
1963.0,159,1
1308.5,170,1
3238.5,102,2
4030.0,150,2
23887.879999999997,16,9
566.0,169,1
528.5,169,1
19303.0,107,3
621.0,169,1
663.5,169,1
3170.0,116,1
716.5,169,1
5231.0,149,2
11039.0,83,2
1547.0,169,1
1059.0,169,1
6035.0,168,2
510.5,169,1
521.0,169,1
958.5,157,1
5430.0,53,3
1858.0,169,1
799.0,169,1
1196.5,169,1
3103.5,114,3
4228.0,169,1
2167.0,41,2
2361.5,35,1
733.0,169,1
3686.0,4,4
1153.0,169,1
590.5,169,1
1039.5,169,1
16979.0,12,10
2831.0,20,3
18725.0,118,2
3937.0,169,1
2602.0,102,2
855.5,169,1
913.0,169,1
1171.5,169,1
1209.5,34,1
2087.0,169,1
694.0,169,1
2319.0,169,1
6210.0,55,2
1352.0,169,1
701.5,169,1
1058.0,169,1
623.0,169,1
7709.0,86,2
5617.0,169,1
746.5,169,1
1008.5,168,1
721.0,168,1
1260.5,168,1
438.0,161,1
552.0,168,1
442.0,168,1
899.0,168,1
4999.5,100,3
449.0,168,1
2530.5,168,1
1694.0,168,1
717.0,168,1
490.5,168,1
2849.0,168,1
1584.0,153,1
949.0,168,1
1348.0,168,1
2090.5,55,2
1380.0,168,1
1052.0,168,1
1472.5,168,1
2365.5,168,1
1053.5,168,1
1225.0,168,1
1795.5,168,1
1808.0,168,1
1003.0,168,1
613.0,168,1
767.0,168,1
1582.5,168,1
1898.0,168,1
3509.0,168,1
1118.0,168,1
713.0,168,1
1064.5,168,1
918.5,168,1
1356.5,168,1
1053.0,168,1
4508.0,168,1
720.5,168,1
4345.0,140,2
1505.0,168,1
2139.0,168,1
13186.0,168,1
13870.0,145,2
5826.0,163,2
3090.0,168,1
914.0,168,1
1001.0,168,1
2315.0,164,1
1490.0,168,1
8086.0,42,2
1922.0,6,2
1309.0,168,1
4240.0,140,1
1313.0,167,1
880.0,167,1
895.0,167,1
873.5,167,1
720.0,161,1
1120.0,167,1
2131.0,167,1
3055.5,35,3
564.0,120,1
957.0,167,1
351.0,167,1
591.5,167,1
984.0,167,1
971.5,167,1
1375.5,38,2
7666.0,167,1
977.0,167,1
780.5,167,1
736.0,11,1
1814.0,167,1
1132.0,167,1
2905.5,167,1
3114.0,153,2
4507.0,132,2
2157.0,145,1
778.0,167,1
1437.0,167,1
6082.8,49,3
3239.0,62,1
8527.0,6,4
933.5,120,1
728.0,167,1
1483.0,63,1
3496.0,152,2
3205.5,143,1
4411.0,68,1
4502.0,114,2
581.5,51,1
4459.0,30,2
9749.0,167,1
1501.0,167,1
2308.5,167,1
1446.0,167,1
1400.5,136,2
262.5,167,1
1330.0,167,1
1266.0,167,1
718.5,167,1
1200.5,167,1
1569.0,167,1
1531.5,138,2
622.0,54,1
879.0,167,1
919.0,167,1
11659.76,101,4
1582.0,167,1
1960.0,167,1
31942.5,1,12
433.5,167,1
5994.0,54,3
1360.0,146,1
1333.0,167,1
1519.5,167,1
646.0,167,1
956.0,167,1
675.0,60,1
3256.0,167,1
1447.5,166,1
473.0,166,1
809.0,166,1
747.0,166,1
3808.0,166,1
5899.0,164,2
997.0,166,1
591.0,166,1
1287.0,166,1
827.0,166,1
1488.0,166,1
702.0,141,1
820.5,166,1
1747.0,166,1
1020.0,166,1
1409.0,166,1
1904.0,166,1
1387.0,166,1
1657.0,166,1
715.5,166,1
362.0,166,1
680.0,162,1
441.0,166,1
1415.0,166,1
438.0,69,1
689.0,166,1
500.5,166,1
573.0,166,1
698.0,166,1
770.0,166,1
651.5,26,1
3119.5,77,2
1165.0,166,1
1969.0,81,3
490.0,166,1
671.0,166,1
724.0,166,1
1516.0,166,1
900.0,166,1
1395.0,166,1
821.5,166,1
9049.0,94,2
1596.0,166,1
448.0,166,1
7269.0,10,4
4200.0,93,2
3889.0,166,1
1323.0,55,2
434.0,141,1
1364.0,166,1
1794.0,134,2
646.5,166,1
2781.0,165,2
17591.0,70,4
814.0,148,1
2753.5,166,1
5423.0,166,1
4561.5,36,2
825.0,166,1
14851.0,145,2
891.0,166,1
1237.0,166,1
1190.0,33,2
1139.0,164,1
1628.0,14,2
1941.5,166,1
8721.0,4,3
1056.0,11,2
5445.0,166,1
939.0,150,1
3309.0,166,1
5263.0,69,3
9888.0,5,4
1580.0,166,1
494.0,166,1
5757.0,166,1
1053.0,166,1
5401.5,65,5
567.0,166,1
10377.5,21,6
1429.0,144,1
1406.0,159,2
811.0,165,1
1471.0,165,1
646.0,165,1
373.5,165,1
981.5,165,1
958.0,165,1
823.0,165,1
1457.0,165,1
510.0,68,1
884.5,165,1
1150.5,165,1
1905.5,165,1
758.0,165,1
2703.0,165,1
1153.0,165,1
1066.0,165,1
1625.0,49,2
1522.0,165,1
1083.0,165,1
668.0,165,1
1750.0,19,1
687.5,165,1
2945.0,25,3
399.5,81,1
1718.5,76,1
1167.0,165,1
1256.5,88,2
1918.0,165,1
265.0,165,1
799.0,165,1
1596.0,165,1
2203.0,165,1
2047.5,120,2
1226.5,138,2
1471.0,165,1
1519.0,165,1
848.0,165,1
808.5,165,1
2520.0,165,1
623.0,165,1
1209.0,82,2
918.0,165,1
1794.5,165,1
578.5,165,1
5535.0,155,2
6432.5,22,6
2201.0,76,2
10512.0,159,2
4267.0,12,3
684.0,165,1
5697.0,34,2
5429.0,74,3
13895.0,149,3
1170.0,165,1
4435.5,165,1
3511.0,32,2
1462.0,165,1
9944.0,138,5
588.0,165,1
7373.8,163,1
10478.0,162,2
1630.5,165,1
558.5,123,1
728.0,164,1
1559.0,164,1
1889.0,164,1
983.0,164,1
2305.5,94,2
668.5,164,1
1123.0,164,1
1386.0,164,1
339.0,164,1
1052.5,164,1
859.0,164,1
2632.0,164,1
1905.5,144,2
2357.0,98,2
20370.0,49,7
3357.5,112,3
1687.0,164,1
1054.0,164,1
758.5,164,1
6891.0,152,2
1099.0,164,1
5027.0,23,6
674.0,164,1
1290.5,148,2
1733.0,30,2
2064.5,164,1
679.0,162,1
2277.0,164,1
3987.0,164,1
2852.5,106,3
1466.0,164,1
988.0,164,1
3048.0,158,2
12203.5,108,2
1085.0,164,1
880.5,164,1
2426.0,15,2
1015.0,164,1
856.0,164,1
1052.0,121,1
1425.5,164,1
4034.0,34,4
1790.5,163,1
1137.5,164,1
1074.0,38,1
1996.5,164,1
711.0,164,1
2231.5,164,1
918.0,101,1
2195.5,164,1
727.5,164,1
913.0,164,1
1738.0,164,1
1558.5,73,1
18623.0,46,4
479.0,164,1
961.0,164,1
700.0,164,1
746.0,164,1
860.0,164,1
1124.0,115,1
486.5,164,1
1356.0,149,1
718.0,164,1
1668.5,164,1
767.5,123,1
851.0,162,1
840.0,163,1
1323.5,163,1
840.0,110,1
685.0,163,1
32840.520000000004,12,15
1426.5,163,1
3169.0,163,1
7640.0,25,4
852.0,163,1
1354.0,163,1
690.0,126,1
1112.0,163,1
3143.0,163,1
4666.0,34,5
920.5,163,1
1034.5,163,1
481.5,163,1
1792.5,163,1
2412.5,72,2
754.0,163,1
1023.0,163,1
1895.0,163,1
1067.5,163,1
858.0,1,1
9047.0,153,3
585.0,163,1
1391.0,163,1
1172.5,163,1
1244.0,163,1
1744.5,163,1
5842.0,146,3
436.0,161,1
1090.0,163,1
743.0,163,1
1336.5,163,1
1186.0,163,1
925.5,163,1
731.0,163,1
3812.0,163,1
1466.5,163,1
1929.5,163,1
10613.5,62,3
1365.0,163,1
5764.0,152,2
924.0,163,1
5999.0,156,2
1783.5,90,2
834.0,163,1
1096.5,163,1
4865.5,102,3
7100.0,144,2
677.0,163,1
550.5,163,1
4070.5,163,1
495.0,11,1
656.0,163,1
5638.5,144,4
1634.0,163,1
1890.0,163,1
2504.0,163,1
1685.5,163,1
5641.040000000001,41,3
654.0,41,1
3813.0,66,3
9342.0,49,5
1793.0,40,1
15421.0,53,6
2548.5,13,2
1276.0,155,2
4854.0,162,1
978.5,162,1
536.0,162,1
683.0,162,1
1222.0,162,1
1411.5,66,1
3470.0,162,1
1036.5,162,1
1132.0,162,1
1469.5,162,1
936.0,162,1
4295.0,13,7
622.0,162,1
1276.0,162,1
1266.0,149,2
13981.0,162,1
1208.5,162,1
9633.5,127,3
1291.0,162,1
2498.0,83,2
1149.0,162,1
2475.0,162,1
1410.0,162,1
15929.0,53,2
6622.5,53,2
4384.0,162,1
757.0,162,1
1005.0,162,1
2796.0,162,1
399.0,162,1
1293.5,162,1
401.0,162,1
390.0,102,1
3999.0,162,1
672.5,162,1
1057.5,160,1
1895.0,162,1
748.0,162,1
240.0,2,2
971.0,162,1
953.0,162,1
413.0,162,1
4085.0,131,2
2005.5,162,1
1185.5,162,1
2050.0,162,1
995.0,162,1
1151.0,162,1
1017.0,162,1
4739.0,150,3
6516.0,160,2
1420.0,162,1
624.5,162,1
1318.5,162,1
2271.0,162,1
2737.0,160,1
1891.0,162,1
8153.040000000001,73,3
5236.0,162,1
1448.0,162,1
971.0,162,1
1522.5,162,1
1084.0,162,1
1464.0,162,1
973.0,162,1
1050.5,84,1
878.0,154,1
1126.5,162,1
4271.5,150,2
9185.0,160,3
986.0,162,1
1501.0,162,1
1097.5,162,1
946.0,162,1
1546.0,161,1
12047.0,12,4
4935.5,98,2
9116.0,60,2
804.0,161,1
1737.0,161,1
950.0,161,1
1393.5,161,1
7857.0,56,5
2818.0,155,1
463.5,161,1
1616.0,161,1
1015.0,161,1
2789.0,148,2
993.0,35,1
1127.0,161,1
1212.0,161,1
10775.0,54,5
1257.0,110,1
1657.0,161,1
5819.0,145,2
3210.5,161,1
590.5,161,1
958.0,161,1
9369.0,20,2
1590.5,141,1
27697.5,29,4
677.0,161,1
894.0,161,1
1958.0,161,1
3122.0,36,2
1586.0,161,1
1336.0,161,1
403.5,98,1
1541.0,19,2
1155.5,161,1
9116.5,160,2
5893.0,82,4
953.0,161,1
1035.5,161,1
4363.5,12,3
1897.0,18,1
588.5,7,1
1425.0,161,1
4728.5,121,2
1127.0,139,2
669.0,161,1
1024.0,148,1
5577.5,111,2
2345.0,161,1
1240.0,161,1
4026.0,161,1
6159.0,21,4
1248.0,146,1
1972.5,161,1
7372.0,161,1
3227.5,98,3
724.0,161,1
712.0,161,1
4181.0,161,1
6919.0,142,3
5301.0,87,4
10982.0,50,7
10730.5,51,5
10170.0,13,5
4067.0,161,1
2506.0,161,1
5420.0,141,2
2341.0,156,2
589.0,134,1
733.0,160,1
1554.5,160,1
868.0,160,1
1447.0,72,1
555.5,160,1
1305.5,160,1
614.0,160,1
5815.0,141,2
992.0,160,1
